id,title,content,pub_date,source_url,category
59100fb808020d36dfaf8cd98a388f7c,Jamie Foxx remains hospitalized nearly a week after 'medical complication',"Jamie Foxx remains hospitalized in Georgia nearly a week after his daughter revealed the actor experienced a ""medical complication,"" a source with knowledge of the matter told CNN on Monday.",2023-04-18 00:27:07,https://www.cnn.com/2023/04/17/entertainment/jamie-foxx-remains-hospitalized/index.html,Others
ad4b6825601e13b08e06b4045a77a1d7,A 13-year-old dies after participating in a Benadryl TikTok 'challenge',"A 13-year-old in Ohio has died after ""he took a bunch of Benadryl,"" trying a dangerous TikTok challenge that's circulating online, according to a CNN affiliate and a GoFundMe account from his family.",2023-04-19 15:01:06,https://www.cnn.com/2023/04/18/us/benadryl-tiktok-challenge-teen-death-wellness/index.html,Others
a0b05a1516b97d80569c28af16c6dbcf,See pizza delivery guy take out suspect fleeing police,"Pizza guy delivers more than a pie, taking out a fleeing suspect. CNN's Jeanne Moos shows him putting his best foot forward.",2023-04-18 16:40:22,https://www.cnn.com/videos/us/2023/04/18/pizza-guy-trips-perp-moos-cprog-orig-bdk.cnn,Others
adf00812de17ff4e325842cf1aadee7e,Netflix is winding down its DVD business after 25 years,Netflix is officially winding down the business that helped make it a household name.,2023-04-18 20:10:51,https://www.cnn.com/2023/04/18/media/netflix-dvd-red-envelopes/index.html,Others
12195bbc83fc7daa5e9cec3ab7bf5c27,FTC chair Lina Khan warns AI could 'turbocharge' fraud and scams,"Artificial intelligence tools such as ChatGPT could lead to a ""turbocharging"" of consumer harms including fraud and scams, and the US government has substantial authority to crack down on AI-driven consumer harms under existing law, members of the Federal Trade Commission said Tuesday.",2023-04-18 17:59:38,https://www.cnn.com/2023/04/18/tech/lina-khan-ai-warning/index.html,Others
4d3f3faacaebd8ea769e3ee842d1e579,"Eating too much of these foods is driving the rise in type 2 diabetes, study says","Gobbling up too many refined wheat and rice products, along with eating too few whole grains, is fueling the growth of new cases of type 2 diabetes worldwide, according to a new study that models data through 2018.",2023-04-17 16:02:46,https://www.cnn.com/2023/04/17/health/rise-type-2-diabetes-global-wellness/index.html,Others
6b1e2890ec58302095f779b7657d5a2f,ADHD medication abuse in schools is a 'wake-up call',"At some middle and high schools in the United States, 1 in 4 teens report they've abused prescription stimulants for attention deficit hyperactivity disorder during the year prior, a new study found.",2023-04-25 17:44:36,https://www.cnn.com/2023/04/18/health/teen-misuse-adhd-meds-wellness/index.html,Others
586e09d877f4592d4a3f052477820cbd,Apple CEO was presented with an original Macintosh. See his reaction,CEO Tim Cook personally welcomed customers to the new Apple store in Mumbai as the tech company opens its first retail stores in India. CNN's Vedika Sud reports.,2023-04-18 09:17:25,https://www.cnn.com/videos/tech/2023/04/18/apple-store-mumbai-india-ceo-tim-cook-vedika-sud-ovn-biz-ldn-vpx.cnn,Others
4378c86d22b03243ea67d373be57e018,Democrats bash Justice Clarence Thomas but their plan to investigate ethics allegations is unclear,"Senate Democrats railed against Justice Clarence Thomas on Tuesday amid reports that the Supreme Court conservative failed to disclose luxury travel, gifts and a real estate transaction involving a GOP megadonor, but their plan to investigate the conservative jurist remains unclear.",2023-04-18 20:29:46,https://www.cnn.com/2023/04/18/politics/clarence-thomas-ethics-democrats/index.html,Others
d2a7a88c8854fc643d71357c847f425a,"Russia is 'going backwards' in equipment and deploying post WWII-era tanks, according to Western officials","• Jailed Wall Street Journal reporter Evan Gershkovich denied detention appeal in Moscow
• Putin visits Russian troops at military headquarters in Kherson
• Watch moment WSJ journalist appears in Russian court",,https://www.cnn.com/europe/live-news/russia-ukraine-war-news-04-18-23/index.html,Others
ad8f88c3b763d8914103f3958f188025,Two Russians claiming to be former Wagner commanders admit killing children and civilians in Ukraine,Two Russian men who claim to be former Wagner Group commanders have told a human rights activist that they killed children and civilians during their time in Ukraine.,2023-04-18 19:07:52,https://www.cnn.com/2023/04/17/europe/wagner-commanders-russia-kill-children-intl-hnk/index.html,Others
db36792b875d9d529fe3b081e0077921,'My stomach is hurting from laughing': Hear panelist's reaction to DeSantis' threat to Disney,CNN panelists react to Florida Gov. Ron DeSantis floating the idea of building a competing theme park next to Disney World in Orlando.,2023-04-18 03:24:56,https://www.cnn.com/videos/business/2023/04/18/desantis-disney-competition-panel-reax-pt-vpx.cnn,Others
f3e891378e731fa879242fe3c8feaf37,GOP prepared to block vote to replace Feinstein on Senate Judiciary,"Senate Majority Leader Chuck Schumer said on Tuesday that he hopes to replace Democratic Sen. Dianne Feinstein on the Senate Judiciary Committee with Sen. Ben Cardin of Maryland and aims to set up a floor vote on the issue this afternoon, which Republicans are expected to block.",2023-04-18 22:03:13,https://www.cnn.com/2023/04/18/politics/schumer-senate-feinstein-vote-cardin/index.html,Others
db830574224d6b6fb01b07198d8b114d,Oklahoma governor calls on officials to resign over recording of racist and threatening remarks,,2023-04-18 17:33:17,https://www.cnn.com/2023/04/18/us/mccurtain-county-oklahoma-officials-recording/index.html,Others
6c254a20156a22a480d19b306631859f,McCarthy slams Biden in handling of US debt,House Speaker Kevin McCarthy traveled to Wall Street on Monday to deliver a fresh warning that the House GOP majority will refuse to lift a cap on government borrowing unless Biden agrees to spending cuts that would effectively neutralize his domestic agenda.,2023-04-18 22:03:01,https://www.cnn.com/videos/politics/2023/04/18/kevin-mccarthy-wall-street-speech-debt-ceiling-biden-economy-vpx.cnn,Others
374e6b36fbfb634c5bfb46f2bcdbe51b,US warns Russia not to touch American nuclear technology at Ukrainian nuclear plant,"The US has sensitive nuclear technology at a nuclear power plant inside Ukraine and is warning Russia not to touch it, according to a letter the US Department of Energy sent to Russia's state-owned nuclear energy firm Rosatom last month.",2023-04-19 08:35:33,https://www.cnn.com/2023/04/18/politics/us-warns-russia-zaporizhzhia-nuclear-plant/index.html,Others
f85f24af7008be2d39a0af3f5e53cf25,Repeated gunshots fired on live TV as ex-lawmaker shot by assassins,"Atiq Ahmed, a former lawmaker in India's parliament, convicted of kidnapping, was shot dead along with his brother while police were escorting them for a medical check-up in a slaying caught on live television on Saturday. CNN's Vedika Sud reports.",2023-04-18 09:41:42,https://www.cnn.com/videos/world/2023/04/18/india-ex-lawmaker-atiq-ahmed-assassination-sud-pkg-contd-ovn-intl-hnk-vpx.cnn,Others
bded2579822f11ec2f3cbf65dae052c0,FDA clears the way for additional bivalent boosters for certain vulnerable individuals,"The U.S. Food and Drug Administration amended the terms of its emergency use authorizations for the Pfizer and Moderna bivalent vaccines on Tuesday, allowing people ages 65 and older and certain people with weakened immunity to get additional doses before this fall's vaccination campaigns.",2023-04-18 15:09:15,https://www.cnn.com/2023/04/18/health/fda-bivalent-booster-additional-doses/index.html,Natural Disasters
af296c14bf9be3940b0f86af3dc8f65b,Maine authorities detained a person of interest after 4 people were found dead in a home and 3 others shot while driving,"Maine authorities have detained a person of interest and continue to investigate after two shooting incidents that appear to be connected left at least four people dead and three others injured, state police said.",2023-04-19 01:49:51,https://www.cnn.com/2023/04/18/us/maine-shooting-bowdoin-yarmouth/index.html,Others
fe5de41464652608ba4e1415477786f6,Southwest says flights resumed after delays caused by 'tech issues',"• Delta Air Lines reports record bookings for summer travel
• Air France and Airbus acquitted in trial over 2009 plane crash",2023-04-18 17:15:29,https://www.cnn.com/travel/article/southwest-airlines-flight-delays/index.html,Others
60ca49519d576bc440a2fee9421f0887,Damar Hamlin cleared to resume football activities after January cardiac arrest,"Buffalo Bills safety Damar Hamlin, who has been cleared to resume football activities, said Tuesday his cardiac arrest during an NFL game in January was caused by commotio cordis.",2023-04-18 22:11:37,https://www.cnn.com/2023/04/18/sport/damar-hamlin-cleared-to-train-nfl-spt-intl/index.html,Others
c230d24a5d99da6326d7f8ee5d7df916,Pilot makes history after landing on top of a 56-story hotel,Polish pilot Lukasz Czepiela made history after landing a plane on a helipad at the top of a 56-story hotel in Dubai.,2023-03-19 11:22:30,https://www.cnn.com/videos/travel/2023/03/17/pilot-lands-on-dubai-helipad-cprog-orig-aw-ao.cnn,Others
677a2fb3b160fb09aff7949bf3a86107,Top US Navy admiral defends non-binary sailor amid some Republican criticism,"The top US Navy admiral ardently defended a non-binary sailor on Tuesday amid some criticism from Republican lawmakers, saying he is ""particularly proud of this sailor.""",2023-04-18 19:56:40,https://www.cnn.com/2023/04/18/politics/gilday-defends-non-binary-sailor/index.html,Others
8812718aa514e447307388b6210ea49c,Fulton County DA says fake Trump electors are incriminating one another and wants lawyer disqualified,"The Fulton County District Attorney's office said some fake electors for Donald Trump have implicated each other in potential criminal activity and is seeking to disqualify their lawyer, according to a new court filing.",2023-04-19 15:31:24,https://www.cnn.com/2023/04/18/politics/fulton-county-trump-fake-electors/index.html,Others
86538cb9e806018a73cbb35df975cf58,High speed trains are racing across the world. But not in America,High speed trains have proved their worth across the world over the past 50 years.,2023-04-19 02:39:40,https://www.cnn.com/travel/article/high-speed-rail-us/index.html,Others
b1b23a4f49f81448794fafde682ba9ae,Podcast: One country musician is calling for other artists to oppose assault rifles,,,https://www.cnn.com/audio/podcasts/the-assignment/episodes/42a2f0e2-066a-4675-82ff-afe2016a0bb5,Others
7aaad28dc5c7c99951c61138dd1d1110,Here's what you need to know if you haven't filed your return yet — and even if you have,"It's April 18, the official deadline to file your federal and state income tax returns for 2022. (It is also, apparently, National Animal Crackers Day for those who celebrate.)",2023-04-18 14:15:43,https://www.cnn.com/2023/04/18/success/tax-day-2023-file-irs/index.html,Others
7594be938eeaeb60c857b6969713214a,"Undocumented immigrants are paying their taxes today, too",It's a surprising fact that's often overlooked in the immigration debate.,2023-04-18 18:29:24,https://www.cnn.com/2023/04/18/us/undocumented-immigrants-taxes-cec/index.html,Others
64805e8a38a8f2442e9b699788ad586a,Opinion: Why millionaires like us want to pay more in taxes,"Tuesday is Tax Day in America, one of the most stressful days of the year, when many taxpayers will finally end their procrastination, file their federal returns, and hope for a refund from the IRS. But for many of the nation's wealthiest, it's just another Tuesday.",2023-04-17 19:32:49,https://www.cnn.com/2023/04/17/opinions/us-tax-system-wealthy-disney-pearl/index.html,Positive/Uplifting
d06417ee656258e9a48ff713547eb348,'World's longest' purpose-built cycling tunnel opens in Norway,"There are many ways to explore the seven mountains that surround the picturesque UNESCO World Heritage city of Bergen on Norway's fjord-studded west coast. The newest, however, might well be record-breaking.",2023-04-18 10:44:27,https://www.cnn.com/travel/article/worlds-longest-cycling-tunnel/index.html,Others
ebf1255dd0f5aedc53009190a12ec8b7,Artist rejects photo prize after AI-generated image wins award,A German artist has rejected an award from a prestigious international photography competition after revealing that his submission was generated by Artificial Intelligence (AI).,2023-04-18 15:27:54,https://www.cnn.com/style/article/ai-photo-win-sony-scli-intl/index.html,Others
63bbd1f0ae3c8900993e26f8301dbe23,These ships disappeared in Lake Superior a century ago. Watch as they're found again,"The Great Lakes Shipwreck Historical Society has found two of three ships that sank in the same Lake Superior storm more than a century ago, locating one in 2021 and the other in 2022.",2023-04-18 19:29:01,https://www.cnn.com/videos/travel/2023/04/18/century-old-shipwrecks-lake-superior-discovery-contd-orig-zt.cnn,Natural Disasters
1ef97bf7f7c4acf79560c607abd42107,Erotic images of seniors show sex and intimacy in new light,"What does intimacy look like for seniors? There's no end to sex scenes and other steamy content featuring the young and unwrinkled, but past a certain age, popular culture largely draws a blank — or treats sex as a punchline.",2023-04-18 03:24:57,https://www.cnn.com/style/article/marilyn-minter-artist-elder-sex/index.html,Others
098295cc4c8ce6dae22598281852b5c9,"China's economy is off to a solid start, rising 4.5% in Q1 2023",China's economy is off to a solid start in 2023 following its emergence from three years of strict pandemic restrictions.,2023-04-18 07:01:12,https://www.cnn.com/2023/04/17/economy/china-gdp-q1-2023-intl-hnk/index.html,Others
3f86d8198c91186f6d7b2d63bd300bac,"Even when wives make as much as husbands, they still do more at home","• Four out of the five US metro areas with the lowest unemployment are in Florida. Here's why
• Opinion: The overlooked problem with raising the retirement age for Social Security",2023-04-16 17:29:49,https://www.cnn.com/2023/04/16/success/husbands-wives-earning-division-of-labor-pew-survey/index.html,Terrorism
409717c0be3904680b204dddef47b7e8,McDonald's is upgrading its burgers,"McDonald's, which has been focusing on upgrading its core items to boost sales, is rolling out a series of changes designed to improve its signature burgers.",2023-04-17 16:31:30,https://www.cnn.com/2023/04/17/business/mcdonalds-burgers/index.html,Others
e249b143aabcfbfd0516d80048c8891c,Google-parent stock drops on fears it could lose search market share to AI-powered rivals,"Shares of Google-parent Alphabet fell more than 3% in early trading Monday after a report sparked concerns that its core search engine could lose market share to AI-powered rivals, including Microsoft's Bing.",2023-04-17 15:52:19,https://www.cnn.com/2023/04/17/tech/google-ai-search-engine-stock-drop/index.html,Others
9acceaaeaf7cb120391feed189d68d8e,Bidets save you money and reduce waste — we tested the best options out there,,,https://www.cnn.com/cnn-underscored/reviews/best-bidets?iid=CNNUnderscoredHPcontainer,Others
eaabc3406add27e7ac2b0324589e8be4,50+ products to make your life easier and our planet cleaner,,,https://www.cnn.com/cnn-underscored/home/editors-favorite-sustainable-products?iid=CNNUnderscoredHPcontainer,Others
b6d9eae2f82b82a1bda3f8e0225d1eda,Mother's Day is around the corner. Here are 50+ thoughtful gifts she'll love,,,https://www.cnn.com/cnn-underscored/gifts/best-mothers-day-gifts-2023?iid=CNNUnderscoredHPcontainer,Others
3751b3bc8c94bfa120d6238eef29b173,"A head-to-toe guide of how men should dress this spring, and where they should shop",,,https://www.cnn.com/cnn-underscored/fashion/mens-spring-fashion-style-guide?iid=CNNUnderscoredHPcontainer,Others
51226cf50503c8782ea1a08402ec3730,42 of the most useful travel products you can buy on Amazon,,,https://www.cnn.com/cnn-underscored/travel/amazon-travel-products?iid=CNNUnderscoredHPcontainer,Others
2fead88ae3f21950ccaf6f4fce10225f,The 7 best high-yield savings accounts of April 2023,,,https://www.cnn.com/cnn-underscored/money/high-yield-savings-accounts?iid=CNNUnderscoredHPcontainer,Others
547fa1e9d525fb5a00a55f6354b24a30,Taxes are due tomorrow. Here's how to file for an extension,,,https://www.cnn.com/cnn-underscored/money/how-to-file-taxes?iid=CNNUnderscoredHPcontainer,Others
750fdc7f0afa69ed3b40c2256ec16295,Composting is an easy way to reduce food waste. Here's how to do it,,,https://www.cnn.com/cnn-underscored/home/how-to-compost-at-home?iid=CNNUnderscoredHPcontainer,Others
aa666eaa67657368e361e5d76486da5f,We stopped using aluminum foil for cooking and you should too. Here's what to use instead,,,https://www.cnn.com/cnn-underscored/reviews/mmmat-silicone-mats?iid=CNNUnderscoredHPcontainer,Others
9b6809f74671ec41165e846639e6ca77,The beloved Dyson Supersonic hair dryer is at its lowest price ever,,,https://www.cnn.com/cnn-underscored/deals/dyson-supersonic-sale-2023-04-17?iid=CNNUnderscoredHPcontainer?iid=CNNUnderscoredHPcontainer,Others
9a96b85b4c921b3cb25a7a2bfd74a8c4,"Everything you need to know about Way Day 2023, Wayfair's biggest sale of the year",,,https://www.cnn.com/cnn-underscored/deals/wayfair-way-day-2023-04-17?iid=CNNUnderscoredHPcontainer,Others
567971421bc335239dc02a87ac2389b6,The 10 best Amazon deals to shop this week,,,https://www.cnn.com/cnn-underscored/deals/best-amazon-deals-2023-04-12?iid=CNNUnderscoredHPcontainer,Others
4a936ceb9bb230fe84666aa9f4ad2574,Mifepristone saved my life,"The ruling earlier this month by a Texas federal judge to suspend the US Food and Drug Administration's approval of a drug that is used frequently for medication abortions, is very personal for me.",2023-04-18 11:30:00,https://www.cnn.com/2023/04/18/opinions/medication-abortion-mifepristone-miscarriage-jones-ctpr/index.html,Political Unrest
e6fbe45021f3e0dc67c5fb06bc1b4ad4,The 2024 presidential alternative many voters will want,,,https://www.cnn.com/2023/04/18/opinions/2024-presidential-election-alternative-voters-lieberman,Others
41f1f6b98909232e47fda6336d1826a3,Why isn't the House Judiciary Committee looking into Thomas?,"On Monday, the GOP-controlled House Judiciary Committee — chaired by Donald Trump ally Rep. Jim Jordan — is set to hold a field hearing in New York City called ""Victims of Violent Crime in Manhattan."" A statement bills the hearing as an examination of how, the Judiciary Committee says, Manhattan District Attorney Alvin Bragg's policies have ""led to an increase in violent crime and a dangerous community for New York City residents.""",2023-04-17 11:37:37,https://www.cnn.com/2023/04/17/opinions/jim-jordan-clarence-thomas-judiciary-committee-obeidallah/index.html,Positive/Uplifting
f2191f315675af333dc2a42d8f7a9c67,Top secrets come spilling out,"In 1917, British analysts deciphered a coded message the German foreign minister sent to one of his country's diplomats vowing to begin ""unrestricted submarine warfare"" and seeking to win over Mexico with a promise to ""reconquer the lost territory in Texas, New Mexico and Arizona"" if the US entered the world war. When it became public, the Zimmerman Telegram caused a sensation, helping propel the US into the conflict against Germany.",2023-04-16 11:22:36,https://www.cnn.com/2023/04/16/opinions/top-secrets-come-spilling-out-opinion-column-galant/index.html,Others
a0c214aeee13e797dc7db0d4e0683d8c,How did Sudan go from casting off despotic rule to this?,"Four years ago, almost to the day, the people of Sudan were celebrating a revolution after overthrowing longtime dictator Omar al-Bashir. Now the East African country faces the possibility of a complete collapse similar to the chaos we see today in Yemen or Libya.",2023-04-17 22:45:23,https://www.cnn.com/2023/04/17/opinions/sudan-revolution-to-civil-war-lynch/index.html,Political Unrest
c89bc5fc6e859667754f29abd797cd66,Michelle Yeoh set to return in new 'Star Trek' movie,"Live long and prosper, Michelle Yeoh.",2023-04-18 19:11:23,https://www.cnn.com/2023/04/18/entertainment/michelle-yeoh-star-trek-section-31/index.html,Others
720f0dd738168feee4a1521ac48d2790,Recap: 'Succession' finds dark humor in the aftershocks,"After the shock came the aftershocks, the power vacuum, and perhaps most significantly and impressively, the laughs, as ""Succession"" pivoted to face life after Logan Roy, in an episode that finally put the HBO show's title into full flower.",2023-04-17 02:28:12,https://www.cnn.com/2023/04/16/entertainment/succession-season-4-episode-4-recap/index.html,Others
ca7b1c34badf9cb8e156ac60a1e154d9,"'Yellowjackets' leans hard into '90s music nostalgia, and we're here for it","Of the many dark gifts Showtime's eerie hit series ""Yellowjackets"" serves up for us, the juiciest this season is by far the music.",2023-05-01 23:02:04,https://www.cnn.com/2023/04/14/entertainment/yellowjackets-90s-music/index.html,Others
3420a8a77fd0cf23067b2007488fdf12,Jeremy Renner revisits 'the amazing group of people' who helped him recover from his accident,"Jeremy Renner is continuing his recovery after his devastating snowplow accident in January, and recognizing those who've helped him along the way.",2023-04-16 19:04:10,https://www.cnn.com/2023/04/16/entertainment/jeremy-renner-update/index.html,Others
010cfcf7aee8155a1ff278f036406ac1,Review: 'Barry' takes a whack at its farewell season,"""Barry"" has taken chances from the very beginning, which is certainly true of a fourth and final season that picks up where the third left off, with its hitman-turned-wannabe actor getting arrested. That paves the way for an even darker season that accentuates the show's ensemble aspect while leaning a little too heavily on blurring lines with flights of fancy.",2023-04-14 12:33:08,https://www.cnn.com/2023/04/14/entertainment/barry-season-4-review/index.html,Others
bf9e4bc90291cf8f7bb48dafd46824af,Tesla's big robotaxi event might not even have real cars,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/b0d96357fc1c11f2f90813c8ba7bc07e.jpg"" /><p><a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://jalopnik.com/tesla-can-t-even-make-full-self-driving-work-in-a-tunne-1851634303"">Tesla</a> has big plans to release a <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://jalopnik.com/a-robotaxi-wont-solve-teslas-mounting-issues-1851473930"">company-saving robotaxi</a> next week, leveraging the <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://jalopnik.com/even-elon-musk-s-lawyers-don-t-think-autonomous-teslas-1851665228"">incredible advantage in autonomous technology</a> that <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://jalopnik.com/tesla-s-full-self-driving-tech-isn-t-just-around-the-c-1851485259"">the company swears it has</a> in order to prevent <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://jalopnik.com/silicon-valley-tech-bros-are-out-on-tesla-1851651247"">the whole house of cards from tumbling down</a>. The Tesla faithful hoping to see a real life robotaxi might be disappointed, however: New…</p><p><a href=""https://qz.com/tesla-robotaxi-event-elon-musk-self-driving-cars-evs-1851667564"">Read more...</a></p>",2024-10-08 13:28:25,https://qz.com/tesla-robotaxi-event-elon-musk-self-driving-cars-evs-1851667564,Others
3d40bc43e62240e643372ef5fdab0a45,SpaceX says it could launch Starship soon if the FAA lets it,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/e67c1a1babb5c373196357f7590990c8.jpg"" /><p>Elon Musk’s SpaceX has said it could launch its next test of the Starship megarocket as soon as Oct. 13 — as long as it gets regulatory approval from the Federal Aviation Administration (FAA).</p><p><a href=""https://qz.com/spacex-starship-rocket-fifth-launch-test-elon-musk-faa-1851667523"">Read more...</a></p>",2024-10-08 13:15:00,https://qz.com/spacex-starship-rocket-fifth-launch-test-elon-musk-faa-1851667523,Others
58515110fd3d13823e6ee390dc8e52d1,Uber will use ChatGPT to get more people to use EVs,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/2d6d7bca90e7c3b1a690761e879150ba.jpg"" /><p>Uber (<a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/quote/UBER"" rel=""noopener noreferrer"" target=""_blank"">UBER</a>) is looking to encourage users and drivers to opt for electric vehicles.<br /></p><p><a href=""https://qz.com/uber-green-electric-vehicles-evs-ai-assistant-1851667513"">Read more...</a></p>",2024-10-08 13:13:47,https://qz.com/uber-green-electric-vehicles-evs-ai-assistant-1851667513,Others
89471e81a5e5d9a26673c84a8092d890,"Everything to know about Nvidia, from the stock to its AI chips","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/e989a78d92952961ce408539c230caf9.jpg"" /><p><a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/nvidia-history-origin-ai-chip-jensen-huang-1851372906"" rel=""noopener noreferrer"" target=""_blank"">Nvidia</a> has emerged as one of the hottest <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/ai-artificial-intelligence-glossary-vocabulary-terms-1851422473"" rel=""noopener noreferrer"" target=""_blank"">artificial intelligence</a> stocks on the market. The 31-year-old company’s meteoric rise is largely due to <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/ai-stocks-dot-com-bubble-nvidia-google-microsoft-amazon-1851407019"" rel=""noopener noreferrer"" target=""_blank"">the recent AI boom</a>, which revealed the unexpected potential of its core product, the graphics processing units (GPUs), for AI development.<br /></p><p><a href=""https://qz.com/nvidia-stock-ai-chips-market-cap-1851647728"">Read more...</a></p>",2024-10-08 09:00:00,https://qz.com/nvidia-stock-ai-chips-market-cap-1851647728,Others
30e6508d848fd97a042e8b3932786ac8,Why are the world's wealthiest families flocking to family offices?,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/125a249558f2ae52fe8d92e668479a9d.jpg"" /><p>The wealthiest families in the world are increasingly investing their portfolios into risk assets rather than cash, a recent survey of more than 338 family offices revealed.<br /></p><p><a href=""https://qz.com/why-world-wealthiest-families-flocking-family-offices-1851665724"">Read more...</a></p>",2024-10-08 09:00:00,https://qz.com/why-world-wealthiest-families-flocking-family-offices-1851665724,Others
56c403494ff665ea409f13c3a8f802f1,The top 10 mental health apps to try on World Mental Health Day,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/963bf2891df7c3e19106b56cec7c8c98.jpg"" /><p>In honor of World Mental Health Day on October 10 and National Depression and Mental Health Screening Month, we’re highlighting apps aiming to assist the millions of people seeking to improve their mental health. In 2019, an estimated <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://www.who.int/publications/i/item/9789240049338"" rel=""noopener noreferrer"" target=""_blank"">970 million people</a> worldwide were living with a mental disorder, according to the…</p><p><a href=""https://qz.com/calm-finch-world-mental-health-day-apps-1851666018"">Read more...</a></p>",2024-10-08 09:00:00,https://qz.com/calm-finch-world-mental-health-day-apps-1851666018,Others
